Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Date,Letterboxd URI,totalSeasons
THX 1138,1971,GP,11 Mar 1971,86 min,"Drama, Sci-Fi, Thriller",George Lucas,"George Lucas, Walter Murch","Robert Duvall, Donald Pleasence, Don Pedro Colley","It's sometime in the future in a state controlled society, where conformity and homogeneity are the rule. What is also the rule is that the populace follows the wants of the faceless state without question. How this is achieved is through a mandatory drug regimen, which also suppresses human desire, with sexual intercourse and human relationships banned. The law of the state is policed by a force of robocops. The physical environment is totally within a manufactured enclosure, what being outside of this unknown. THX 1138 is a loyal subject, he who goes about his business as a skilled factory working building robocops. And even when he begins to have strange feelings, he does what is obliged by going to the state run confessional, which further brainwashes through its reinforced mantra of happiness, loyalty and understanding. THX 1138 is given a glimpse into the other side through his computer matched and thus appointed female roommate, LUH 3417, and her surveillance colleague SEN 5241, LUH 3417's vision which may be something that THX 1138 may want to continue despite its illegality. If THX 1138 is able to keep his activities from the authorities and the robocops, he will have to figure out what options are available to him.",English,United States,2 wins & 3 nominations total,https://m.media-amazon.com/images/M/MV5BNjRlNjFjMTUtN2E5My00M2Y2LWE4MTQtZTdlYzQwNTMyZmU0XkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",75,6.6,"56,547",tt0066434,movie,N/A,"$2,437,000",N/A,N/A,True,,,
"Good Morning, Vietnam",1987,R,15 Jan 1988,121 min,"Biography, Comedy, Drama",Barry Levinson,"Mitch Markowitz, Adrian Cronauer","Robin Williams, Forest Whitaker, Tom T. Tran","A new Disc Jockey is shipped from Crete to Vietnam to bring humor to Armed Forces Radio. He turns the studio on its ear and becomes wildly popular with the troops but runs afoul of the middle management who think he isn't G.I. enough. While he is off the air, he tries to meet Vietnamese especially girls, and begins to have brushes with the real war that never appears on the radio.",English,United States,Nominated for 1 Oscar. 7 wins & 4 nominations total,https://m.media-amazon.com/images/M/MV5BYThiZTU4N2UtYWU2Mi00ZGUyLWI2ZmEtM2U1ZmJmOGY1ZTc3XkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",67,7.3,"161,398",tt0093105,movie,N/A,"$123,922,370",N/A,N/A,True,,,
The Naked Gun: From the Files of Police Squad!,1988,PG-13,02 Dec 1988,85 min,"Comedy, Crime",David Zucker,"Jerry Zucker, Jim Abrahams, David Zucker","Leslie Nielsen, Priscilla Presley, O.J. Simpson","A rerun of many of the gags from the television series Police Squad! (1982). An Airplane! (1980)-type spoof, this time with the an incompetent Lieutenant Frank Drebin, who always ""gets his man"". Visual gags come thick and fast, and it's impossible to catch them all with one viewing. The plot: Queen Elizabeth II of England is coming to town, and Vincent Ludwig has plans to assassinate her using a brainwashed baseball player.",English,United States,2 nominations total,https://m.media-amazon.com/images/M/MV5BZTI5N2I1MjAtNTc0Yy00ZDIyLThkZTctMGQ5NTBhNjIwMWQ0XkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",76,7.6,"213,681",tt0095705,movie,N/A,"$78,756,177",N/A,N/A,True,,,
Jacob's Ladder,1990,R,02 Nov 1990,113 min,"Drama, Horror, Mystery",Adrian Lyne,Bruce Joel Rubin,"Tim Robbins, Elizabeth Peña, Danny Aiello","Jacob Singer is trying to make sense of his fractured life and memories. Plagued by hallucinations, flashbacks, and conspiracies, he struggles down a path to enlightenment from these manic strains. With nothing but support from friends and loved ones will he be able to push through the haze of his PTSD.",English,United States,3 wins & 1 nomination total,https://m.media-amazon.com/images/M/MV5BNjUwMTU2ODgxOF5BMl5BanBnXkFtZTgwMjU1NTk4NjE@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",62,7.4,"126,739",tt0099871,movie,N/A,"$26,118,851",N/A,N/A,True,,,
Schindler's List,1993,R,04 Feb 1994,195 min,"Biography, Drama, History",Steven Spielberg,"Thomas Keneally, Steven Zaillian","Liam Neeson, Ralph Fiennes, Ben Kingsley","Oskar Schindler is a vain and greedy German businessman who becomes an unlikely humanitarian amid the barbaric German Nazi reign when he feels compelled to turn his factory into a refuge for Jews. Based on the true story of Oskar Schindler who managed to save about 1100 Jews from being gassed at the Auschwitz concentration camp, it is a testament to the good in all of us.","English, Hebrew, German, Polish, Latin",United States,Won 7 Oscars. 91 wins & 49 nominations total,https://m.media-amazon.com/images/M/MV5BNjM1ZDQxYWUtMzQyZS00MTE1LWJmZGYtNGUyNTdlYjM3ZmVmXkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",95,9.0,"1,560,201",tt0108052,movie,N/A,"$96,898,818",N/A,N/A,True,,,
Moonfall,2022,PG-13,04 Feb 2022,130 min,"Action, Adventure, Sci-Fi",Roland Emmerich,"Roland Emmerich, Harald Kloser, Spenser Cohen","Halle Berry, Patrick Wilson, John Bradley","In Moonfall, a mysterious force knocks the Moon from its orbit around Earth and sends it hurtling on a collision course with life as we know it. With mere weeks before impact and the world on the brink of annihilation, NASA executive and former astronaut Jo Fowler is convinced she has the key to saving us all - but only one astronaut from her past, Brian Harper and a conspiracy theorist K.C. Houseman believe her. These unlikely heroes will mount an impossible last-ditch mission into space, leaving behind everyone they love, only to find that they just might have prepared for the wrong mission.","English, Chinese, Spanish, French","United States, China, United Kingdom, Canada, Hong Kong",3 nominations total,https://m.media-amazon.com/images/M/MV5BOWY0YzViYzgtMzM5YS00YzI1LTk5MTQtZjdiZjUyZjQ5ZGMwXkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",41,5.2,"110,338",tt5834426,movie,N/A,"$19,060,660",N/A,N/A,True,,,
Marcel the Shell with Shoes On,2021,PG,15 Jul 2022,90 min,"Animation, Comedy, Drama",Dean Fleischer Camp,"Dean Fleischer Camp, Jenny Slate, Nick Paley","Jenny Slate, Dean Fleischer Camp, Isabella Rossellini",A cash-strapped documentary maker decides to make his newest documentary about a mollusk shell he finds living in his Airbnb with his friends.,English,United States,Nominated for 1 Oscar. 39 wins & 71 nominations total,https://m.media-amazon.com/images/M/MV5BMmVhYWEzMGEtZjhkYS00ZWE0LTlhOWQtZTRlODZlMTM0Y2JmXkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",80,7.6,"31,513",tt15339456,movie,N/A,"$6,333,702",N/A,N/A,True,,,
Wolfwalkers,2020,PG,13 Nov 2020,103 min,"Animation, Action, Adventure","Tomm Moore, Ross Stewart","Will Collins, Tomm Moore, Ross Stewart","Honor Kneafsey, Eva Whittaker, Sean Bean","In a time of superstition and magic, when wolves are seen as demonic and nature an evil to be tamed, a young apprentice hunter, ROBYN, comes to Ireland with her father to wipe out the last pack. But when Robyn saves a wild native girl, MEBH, their friendship leads her to discover the world of the WOLFWALKERS.","English, Irish Gaelic","Ireland, Luxembourg, France, China, United States",Nominated for 1 Oscar. 33 wins & 65 nominations total,https://m.media-amazon.com/images/M/MV5BYzg3MjBkYmYtZjZkZS00YWVkLTk3YjMtNDBlMTVmNDZkZDJhXkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",87,8.0,"43,430",tt5198068,movie,N/A,N/A,N/A,N/A,True,,,
The First Slam Dunk,2022,PG-13,28 Jul 2023,124 min,"Animation, Comedy, Drama",Takehiko Inoue,Takehiko Inoue,"Shugo Nakamura, Jun Kasama, Shinichiro Kamio","Follows 17-year-old Ryota Miyagi, who struggles to accomplish his late elder brother's dream of becoming a basketball star.",Japanese,Japan,1 win & 5 nominations total,https://m.media-amazon.com/images/M/MV5BMGViYmNmZDUtODFlNi00MjMxLWI0ZmYtYTBiMDg2OGRiODQ4XkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",79,8.0,"12,351",tt15242330,movie,N/A,"$1,291,869",N/A,N/A,True,,,
Klaus,2019,PG,15 Nov 2019,96 min,"Animation, Adventure, Comedy","Sergio Pablos, Carlos Martínez López","Sergio Pablos, Jim Mahoney, Zach Lewis","Jason Schwartzman, J.K. Simmons, Rashida Jones","When Jesper (Jason Schwartzman) distinguishes himself as the postal academy's worst student, he is stationed on a frozen island above the Arctic Circle, where the feuding locals hardly exchange words let alone letters. Jesper is about to give up when he finds an ally in local teacher Alva (Rashida Jones), and discovers Klaus (Oscar® winner J.K. Simmons), a mysterious carpenter who lives alone in a cabin full of handmade toys. These unlikely friendships return laughter to Smeerensburg, forging a new legacy of generous neighbors, magical lore and stockings hung by the chimney with care. An animated Christmas comedy directed by Despicable Me co-creator Sergio Pablos, KLAUS co-stars Rashida Jones, Jason Schwartzman and JK Simmons.","English, Saami","Spain, United Kingdom, United States, Austria, Canada, France",Nominated for 1 Oscar. 12 wins & 26 nominations total,https://m.media-amazon.com/images/M/MV5BZDA4ODhlMzctNGRmYi00NmViLTkxZGYtZjRkNGQ5YzYwYWVlXkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",65,8.2,"223,077",tt4729430,movie,N/A,N/A,N/A,N/A,True,,,
Guillermo del Toro's Pinocchio,2022,PG,09 Dec 2022,117 min,"Animation, Adventure, Drama","Guillermo del Toro, Mark Gustafson","Guillermo del Toro, Patrick McHale, Carlo Collodi","Ewan McGregor, David Bradley, Gregory Mann","A dark, twisted retelling of the famous Carlo Collodi fairy tale about the wooden puppet who dreams of becoming a real boy. When Pinocchio comes to life, he turns out not to be that nice of a boy, creating mischief and playing mean tricks. He eventually learns a few lessons.","English, Italian","United States, Mexico, France",Won 1 Oscar. 78 wins & 135 nominations total,https://m.media-amazon.com/images/M/MV5BN2I3NDQzZmQtODJmOS00M2QyLWIxZTItYTA1ZTYzOWJlM2ZmXkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",79,7.6,"123,566",tt1488589,movie,N/A,N/A,N/A,N/A,True,,,
Porco Rosso,1992,PG,16 Dec 1994,94 min,"Animation, Adventure, Comedy",Hayao Miyazaki,Hayao Miyazaki,"Shûichirô Moriyama, Tokiko Katô, Bunshi Katsura VI","In Early 1930's era Italy air pirates, bounty hunters and high fliers of all sorts rule the skies. The most cunning and skilled of these pilots is Porco Rosso. A former Ace, he now makes a living flying contract jobs, such as rescuing those kidnapped by air pirates. Donald Curtis, Porco's rival in the air and in catching the affections of women, provides a constant challenge to the hero, culminating in a hilarious, action packed finale.",Japanese,Japan,4 wins total,https://m.media-amazon.com/images/M/MV5BOGNjMDM1NWEtMzI4OC00YzdlLWJmMjktNmJiYTlkNTNlODM0XkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",83,7.7,"113,217",tt0104652,movie,N/A,"$443,059",N/A,N/A,True,,,
One Cut of the Dead,2017,Not Rated,24 Sep 2019,96 min,"Comedy, Drama, Horror",Shin'ichirô Ueda,"Shin'ichirô Ueda, Ryoichi Wada","Takayuki Hamatsu, Yuzuki Akiyama, Harumi Shuhama","A low-budget film about zombies soon features the best cast money could not buy, but the problem is that the new actors are not exactly getting along with the crew. Everyone involved is soon receiving a lesson in the merits of perseverance, the preciousness of family bonds and of course the dangers of the living dead.",Japanese,Japan,28 wins & 19 nominations total,https://m.media-amazon.com/images/M/MV5BMGJmOTkzNmQtMTVkYS00M2Y3LWE4OGUtMTFjZTJlZmQ5NGIwXkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",86,7.6,"33,115",tt7914416,movie,N/A,"$52,406",N/A,N/A,True,,,
The Trial of the Chicago 7,2020,R,16 Oct 2020,129 min,"Drama, History, Thriller",Aaron Sorkin,Aaron Sorkin,"Eddie Redmayne, Alex Sharp, Sacha Baron Cohen","In Chicago 1968, the Democratic Party Convention was met with protests from activists like the moderate Students for a Democratic Society led by Tom Hayden and the militant Yippies led by Abbie Hoffman and Jerry Rubin, which led to violent confrontations with the local authorities. As a result, seven of the accused ringleaders are arraigned on charges like Conspiracy by the hostile Nixon administration, including Bobby Seale of the Black Panthers who was not involved in the incident. What follows is an unfair trial presided by the belligerent Judge Hoffman (No relation) and prosecuted by a reluctant but duty-bound Richard Schultz. As their pro bono lawyers face such odds, Hayden and his fellows are frustrated by the Yippies' outrageous antics undermining their defense in defiance of the system even while Seale is denied a chance to defend himself his way. Along the way, the Chicago 7 clash in their political philosophies even as they learn they need each other in this fight.","English, Latin, French","United Kingdom, India, United States",Nominated for 6 Oscars. 59 wins & 195 nominations total,https://m.media-amazon.com/images/M/MV5BZjY2ZGFlOTgtOGQ1MS00YWJhLWIyZjQtNWNmNTQ0YTk0MTZjXkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",76,7.7,"202,949",tt1070874,movie,N/A,N/A,N/A,N/A,True,,,
Da 5 Bloods,2020,R,12 Jun 2020,154 min,"Adventure, Drama, War",Spike Lee,"Danny Bilson, Paul De Meo, Kevin Willmott","Delroy Lindo, Jonathan Majors, Clarke Peters","From Academy Award® Winner Spike Lee comes a new joint: the story of four African American Vets - Paul (Delroy Lindo), Otis (Clarke Peters), Eddie (Norm Lewis), and Melvin (Isiah Whitlock, Jr.) - who return to Vietnam. Searching for the remains of their fallen Squad Leader (Chadwick Boseman) and the promise of buried treasure, our heroes, joined by Paul's concerned son (Jonathan Majors), battle forces of Man and Nature - while confronted by the lasting ravages of The Immorality of The Vietnam War.","English, Finnish, French, Vietnamese",United States,Nominated for 1 Oscar. 38 wins & 185 nominations total,https://m.media-amazon.com/images/M/MV5BNjIwN2IxODEtNDhhMi00NDEwLWIwODEtYjIzZDVhZjg0Y2MyXkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",82,6.5,"56,595",tt9777644,movie,N/A,N/A,N/A,N/A,True,,,
Brüno,2009,R,10 Jul 2009,81 min,Comedy,Larry Charles,"Sacha Baron Cohen, Anthony Hines, Dan Mazer","Sacha Baron Cohen, Gustaf Hammarsten, Clifford Bañagale","Brüno is a gay Austrian fashion guru. He has his own fashion based television show, Funkyzeit, the most popular German-language show of its kind outside of Germany. After he disgraces himself in front of his Funkyzeit fan base, he is ruined in German speaking Europe. He decides that in his quest for worldwide fame, he will move to Los Angeles and reinvent himself. Accompanying him to the US is Lutz, his former assistant's assistant. Lutz is the only person left in his circle that still believes in Brüno's greatness. Brüno goes through one reinvention of himself after another, ultimately straying to areas far removed from his own self. Perhaps when Brüno finds an activity that he truly does love, he will also find that über-fame he so desperately desires.","English, German","United Kingdom, United States",2 wins & 5 nominations total,https://m.media-amazon.com/images/M/MV5BMTUwNDIwNDE5MV5BMl5BanBnXkFtZTcwMDA2MzA1Mg@@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",54,5.9,"156,952",tt0889583,movie,N/A,"$60,054,530",N/A,N/A,True,,,
